HSC,CMP,GMP,B,Mono,MEP,EryA,NK,CD8,CD4,Gran
Vps37c,17,62,58,18,26,32,6,4,12,15,259
Vps37d,9,1,0,0,0,1,0,0,1,0,8
Vps39,135,269,245,71,123,272,43,49,125,83,483
Vps41,165,265,238,65,130,290,39,47,117,93,498
Vps45,96,105,133,54,59,136,46,17,41,31,191
Vps4a,146,259,245,51,127,387,78,57,161,108,632
Vps4b,116,352,309,74,177,325,40,64,152,120,988
Vps50,29,121,115,26,45,156,15,6,43,31,153
Vps51,321,260,226,103,166,249,77,21,111,75,651
Vps52,289,243,217,97,125,395,90,60,118,120,610
Vps53,237,356,416,93,130,343,35,34,166,130,565
Vps54,40,120,111,57,98,153,56,29,96,109,865
Vps72,271,314,257,87,117,369,70,36,95,63,432
Vps8,95,170,180,67,87,248,14,42,68,40,339
Vps9d1,127,158,133,51,216,82,23,29,92,71,731
Vrk1,180,678,595,56,284,776,303,21,143,90,1665
Vrk2,20,14,21,4,10,19,19,0,4,3,105
Vrk3,255,372,296,159,212,430,233,127,307,271,986
Vrtn,0,0,0,0,0,0,0,0,0,0,0
Vsig1,0,0,0,0,0,0,0,0,0,0,0
Vsig10,70,40,15,2,2,32,1,16,2,8,266
Vsig10l,41,79,58,0,8,19,0,6,6,3,393
Vsig2,27,0,0,0,0,0,0,0,0,0,29
Vsig4,0,0,0,0,0,0,0,0,0,0,6
Vsig8,0,0,0,0,0,0,0,0,0,0,3
Vsir,127,348,539,40,1085,180,324,158,766,503,4575
Vsnl1,0,0,0,0,0,0,0,0,0,0,8
Vstm2a,0,0,0,0,0,0,0,0,0,0,0
Vstm2b,0,0,0,1,0,0,0,0,0,0,0
Vstm2l,0,0,0,0,0,0,0,0,0,0,0
Vstm4,0,0,0,0,0,0,7,2,0,0,183
Vstm5,12,3,0,0,0,70,0,0,0,0,2
Vsx1,2,1,4,0,1,0,0,0,0,0,7
Vsx2,3,0,0,0,0,2,0,0,0,0,0
Vta1,182,278,308,65,135,422,115,45,129,113,688
Vtcn1,0,0,0,0,0,0,0,0,0,0,0
Vti1a,177,223,198,31,95,358,85,39,58,53,1042
Vti1b,110,213,239,76,123,307,28,42,115,113,776
Vtn,0,0,0,0,0,0,0,0,0,0,0
Vwa1,0,3,3,1,0,3,1,0,1,0,20
Vwa2,0,0,0,0,0,0,0,0,0,0,0
Vwa3a,3,0,0,0,0,1,0,0,0,0,4
Vwa5a,132,191,176,6,288,94,12,14,45,39,487
Vwa5b1,0,0,0,0,0,0,0,0,0,0,0
Vwa5b2,0,0,0,0,0,0,0,0,0,1,0
Vwa7,7,5,11,2,0,6,0,0,5,0,5
Vwa8,66,135,126,17,31,107,4,36,21,43,189
Vwa9,117,268,282,23,96,375,46,31,71,33,287
Vwc2,0,1,0,0,0,0,0,0,0,0,0
Vwc2l,0,0,0,0,0,0,0,0,0,0,0
Vwce,0,0,0,0,0,21,2,0,0,0,0
Vwde,0,0,0,0,0,0,0,0,0,0,0
Vwf,456,31,12,0,6,78,64,3,1,0,155
Wac,267,418,375,153,189,593,83,92,243,216,718
Wap,0,0,0,0,0,0,0,0,0,0,0
Wapl,233,460,411,84,140,892,477,72,212,169,1036
Wars,275,364,314,71,181,591,47,64,145,97,458
Wars2,31,52,64,29,50,92,4,8,40,35,125
Was,452,757,777,232,557,535,44,170,472,338,1685
Wasf1,1,2,0,0,1,5,0,0,0,0,2
Wasf2,158,361,317,116,201,312,207,81,176,97,679
Wasf3,1,0,0,0,0,0,0,0,0,0,0
Wash1,222,284,324,107,109,378,44,51,190,139,954
Wasl,125,213,172,78,123,251,120,37,152,128,465
Wbp1,375,431,384,126,150,394,298,91,207,129,805
Wbp11,484,942,988,181,326,1212,585,128,338,259,837
Wbp1l,337,326,402,81,192,379,96,129,190,149,1358
Wbp2,313,470,447,195,330,507,472,153,296,260,1437
Wbp2nl,0,2,0,0,0,2,2,0,0,0,0
Wbp4,110,367,308,96,133,511,293,57,231,170,842
Wbp5,192,511,471,34,56,727,304,27,59,34,454
Wbscr16,82,203,227,32,13,327,3,1,61,50,114
Wbscr17,0,0,0,1,0,0,0,0,0,0,0
Wbscr22,371,620,648,158,213,780,151,82,231,160,420
Wbscr25,28,17,13,2,8,16,9,2,4,1,19
Wbscr27,315,127,56,2,4,235,497,5,144,87,90
Wbscr28,0,0,0,0,0,0,3,0,0,0,0
Wdfy1,247,573,667,134,203,357,47,101,111,97,1297
Wdfy2,0,3,13,4,5,1,1,0,2,0,53
Wdfy3,105,104,88,0,70,127,35,2,1,0,691
Wdfy4,120,434,367,218,191,87,30,20,8,7,1209
Wdhd1,102,369,327,25,33,640,299,4,43,14,145
Wdpcp,14,58,49,0,6,19,0,0,0,0,33
Wdr1,337,791,923,209,555,584,112,191,594,475,3211
Wdr11,109,176,203,47,98,190,12,7,78,66,358
Wdr12,260,526,541,53,41,856,16,13,76,122,220
Wdr13,111,198,170,34,125,190,38,30,67,54,343
Wdr17,0,1,0,0,0,0,0,0,0,0,0
Wdr18,412,680,767,84,157,933,90,50,206,112,349
Wdr19,24,28,18,0,0,15,0,1,10,4,27
Wdr20,20,62,54,23,22,54,17,5,15,36,182
Wdr20rt,0,0,0,0,0,0,0,0,0,0,0
Wdr24,218,169,210,85,65,249,45,21,111,79,413
Wdr25,3,40,42,9,11,55,15,4,19,19,102
Wdr26,476,1324,1265,371,1065,1173,1321,297,672,672,3049
Wdr27,0,1,1,0,1,0,0,0,0,0,2
Wdr3,68,224,238,44,106,318,14,21,68,62,287
Wdr31,13,14,10,0,1,33,5,3,5,1,1
Wdr33,367,700,579,176,200,888,307,100,349,294,1203
Wdr34,84,228,197,3,7,284,20,3,11,8,46
Wdr35,36,5,9,5,0,59,5,0,2,3,16
Wdr36,196,364,393,72,71,526,6,29,120,72,200
Wdr37,71,123,119,44,124,133,32,45,102,94,559
Wdr38,0,1,0,0,0,0,0,0,0,0,0
Wdr4,170,393,353,42,63,698,29,9,132,69,296
Wdr41,153,182,187,40,169,161,9,25,79,66,619
Wdr43,685,937,908,199,147,1558,44,69,344,227,716
Wdr44,40,60,29,50,46,58,63,15,61,35,279
Wdr45,63,175,163,48,84,177,120,39,109,61,677
Wdr45b,67,278,321,38,132,220,80,40,97,54,732
Wdr46,237,362,359,40,52,518,18,16,118,84,275
Wdr47,13,23,17,9,8,15,6,11,23,25,119
Wdr48,62,119,129,32,55,197,75,17,52,54,501
Wdr5,229,490,532,84,114,790,93,45,133,101,1055
Wdr53,106,213,213,53,76,295,111,34,65,46,440
Wdr54,0,0,0,0,0,0,0,0,3,2,8
Wdr55,173,345,349,70,103,709,177,51,139,111,267
Wdr59,35,51,57,14,13,138,6,4,26,11,66
Wdr5b,30,49,37,10,7,48,8,16,12,10,147
Wdr6,51,84,59,9,8,124,10,4,21,12,61
Wdr60,109,111,99,3,10,556,36,0,4,0,47
Wdr61,202,432,458,53,116,673,100,32,106,88,308
Wdr62,66,127,77,2,22,170,130,4,19,8,116
Wdr63,2,0,0,0,0,0,0,0,0,0,0
Wdr64,0,0,0,0,0,0,0,0,0,0,0
Wdr7,52,30,70,12,26,116,36,13,21,26,223
Wdr70,64,135,124,23,46,173,56,11,48,23,186
Wdr72,0,0,0,0,0,0,0,0,0,0,0
Wdr73,225,336,277,61,75,516,15,25,120,72,344
Wdr74,166,380,365,58,72,530,47,12,122,76,239
Wdr75,137,317,370,60,54,641,14,25,137,87,172
Wdr76,110,289,250,15,52,433,123,16,43,28,169
Wdr77,269,681,603,89,110,754,43,44,137,95,792
Wdr78,7,3,8,2,2,21,7,0,3,2,22
Wdr8,93,195,180,48,82,372,142,44,86,47,362
Wdr81,118,175,188,83,103,323,304,48,89,65,523
Wdr82,118,440,426,87,114,558,83,58,228,201,591
Wdr83,96,123,103,16,20,201,37,8,35,24,173
Wdr83os,114,260,261,36,110,372,85,39,121,67,376
Wdr86,0,9,7,0,0,3,0,5,0,0,105
Wdr89,9,27,19,4,3,24,0,1,13,3,10
Wdr90,34,200,129,9,7,181,53,15,18,13,69
Wdr91,85,70,55,27,37,140,137,5,36,25,214
Wdr92,61,113,109,17,29,274,16,16,47,39,149
Wdr93,2,0,0,0,0,2,0,0,0,0,1
Wdr95,0,0,1,0,0,2,0,45,59,0,26
Wdsub1,145,156,139,21,105,505,53,7,28,25,277
Wdtc1,330,279,228,62,96,379,219,53,173,120,615
Wdyhv1,82,190,203,26,87,212,60,42,138,106,381
Wee1,86,285,250,6,12,271,53,6,22,5,187
Wee2,0,0,0,0,0,0,0,0,0,0,0
Wfdc1,0,0,0,0,0,0,0,0,0,0,0
Wfdc10,0,0,0,0,0,0,0,0,0,0,0
Wfdc11,0,0,0,0,0,0,0,0,0,0,0
Wfdc12,0,0,0,0,0,0,0,0,0,0,0
Wfdc13,0,1,0,0,0,0,0,0,0,0,0
Wfdc15a,0,0,0,0,0,0,0,0,0,0,0
Wfdc15b,0,0,0,0,0,0,0,0,0,0,0
Wfdc16,0,0,0,0,0,0,0,0,0,0,0
Wfdc17,1,42,10,6,374,16,2,4,2,2,224
Wfdc18,0,0,0,0,4,0,0,1,0,0,22
Wfdc2,46,0,0,0,0,0,0,0,0,0,1
Wfdc21,140,67,57,14,7,73,14,1,2,1,2767
Wfdc3,0,0,0,0,0,1,2,0,0,0,0
Wfdc5,0,0,0,0,0,0,0,0,0,0,0
Wfdc6a,0,0,0,0,0,0,0,0,0,0,0
Wfdc6b,0,0,0,0,0,0,0,0,0,0,0
Wfdc8,0,0,0,0,0,0,0,0,0,0,0
Wfdc9,0,0,0,0,0,0,0,0,0,0,0
Wfikkn1,6,12,13,3,0,20,0,1,10,13,36
Wfikkn2,1,8,2,0,0,24,1,0,16,23,6
Wfs1,16,34,37,20,39,4,2,1,10,8,92
Whamm,236,217,244,69,169,359,179,46,123,134,852
Whrn,1,31,11,62,1,2,10,4,25,45,78
Whsc1,312,1121,850,100,103,775,827,66,98,92,955
Whsc1l1,257,451,346,151,318,652,383,136,513,406,2525
Wif1,1,3,0,0,0,0,0,0,0,0,1
Wipf1,150,377,346,278,519,141,39,209,554,426,1894
Wipf2,325,423,354,189,297,576,199,123,407,315,1447
Wipf3,3,0,0,1,0,0,1,0,0,1,4
Wipi1,110,104,142,9,69,367,382,2,3,0,701
Wipi2,163,300,240,76,128,450,483,41,104,69,553
Wisp1,0,0,0,0,2,0,0,0,0,4,1
Wisp2,0,0,0,0,0,0,0,0,0,0,9
Wisp3,0,12,3,1,1,6,2,0,0,2,4
Wiz,239,305,284,38,68,389,69,30,89,72,185
Wls,83,209,329,24,93,36,1,19,36,37,262
Wnk1,488,789,647,296,325,884,899,220,608,471,1987
Wnk2,7,0,0,2,0,1,1,0,0,0,0
Wnk3,8,0,0,2,0,2,0,0,6,5,0
Wnk4,12,27,9,5,1,26,11,9,8,8,103
Wnt1,0,0,0,0,0,0,0,0,0,0,1
Wnt10a,0,0,0,7,0,0,7,0,4,8,17
Wnt10b,0,0,0,1,0,0,0,0,0,0,3
Wnt11,0,2,0,0,0,0,0,0,0,0,34
Wnt16,0,0,0,0,0,0,0,0,0,0,0
Wnt2,0,0,0,0,0,0,0,0,0,0,3
Wnt2b,6,1,6,0,2,1,3,0,2,2,18
Wnt3,0,1,1,0,0,0,0,0,0,2,8
Wnt3a,0,0,0,0,0,0,0,0,0,0,4
Wnt4,14,2,1,0,0,2,0,2,3,3,2
Wnt5a,0,0,0,0,0,0,0,0,0,0,2
Wnt5b,0,0,1,0,0,0,0,0,5,3,2
Wnt6,0,8,6,0,12,0,1,6,0,0,34
Wnt7a,0,0,0,0,0,0,0,0,0,0,0
Wnt7b,0,0,0,0,0,0,0,0,0,0,2
Wnt8a,0,0,0,0,0,0,0,0,0,0,0
Wnt8b,0,4,0,0,0,0,0,0,0,0,3
Wnt9a,0,0,0,0,0,1,0,0,0,0,1
Wnt9b,0,0,1,0,0,0,0,0,0,0,0
Wrap53,86,139,123,40,36,270,139,21,55,25,261
Wrb,39,114,113,17,20,136,3,7,28,19,106
Wrn,92,169,175,25,54,475,144,32,87,48,312
Wrnip1,59,187,184,58,51,290,120,28,124,96,265
Wsb1,107,441,427,58,294,216,9,57,105,60,530
Wsb2,162,158,176,41,83,331,31,46,59,65,794
Wscd1,0,0,0,0,0,0,6,0,2,0,0
Wscd2,0,0,0,0,0,0,0,15,22,13,3
Wt1,0,0,0,0,0,0,0,0,0,0,1
Wt1os,0,0,0,0,0,0,4,0,0,0,0
Wtap,269,405,385,95,170,425,133,68,194,142,1200
Wtip,20,7,3,0,2,1,1,0,0,0,29
Wwc1,0,0,0,0,0,0,0,0,0,0,0
Wwc2,127,226,158,7,48,172,2,4,0,1,80
Wwox,33,78,41,11,10,70,8,1,12,4,56
Wwp1,39,130,129,26,56,240,18,39,105,96,448
Wwp2,229,432,408,102,187,369,461,87,135,127,1477
Wwtr1,3,0,0,0,0,0,0,0,0,1,3
Xab2,185,371,319,106,175,391,147,48,145,97,665
Xaf1,101,135,97,63,272,176,216,44,145,117,619
Xbp1,220,564,711,157,565,361,72,143,94,132,1087
Xcl1,23,3,2,0,0,2,0,145,285,48,240
Xcr1,2,2,7,0,2,4,0,1,6,10,546
Xdh,69,103,180,7,632,41,6,183,108,56,1533
Xiap,259,270,251,193,313,235,114,115,231,192,738
Xirp1,0,0,0,0,0,0,0,2,1,0,7
Xirp2,0,0,0,0,0,0,0,0,20,0,0
Xist,841,1379,1102,406,331,1245,379,115,425,440,1069
Xk,104,117,138,11,10,516,324,7,13,9,160
Xkr4,1,0,1,0,0,0,0,0,0,0,0
Xkr5,51,87,74,1,7,72,7,1,1,0,70
Xkr6,2,1,0,0,0,0,0,0,0,0,1
Xkr7,0,0,0,0,2,0,0,0,0,0,0
Xkr8,39,90,120,7,13,51,0,33,15,18,259
Xkr9,0,0,0,0,0,0,0,0,0,0,0
Xkrx,3,7,3,65,3,2,8,0,47,43,58
Xlr,4,8,7,5,10,3,2,0,6,2,11
Xlr3a,0,1,4,0,0,3,0,0,1,1,3
Xlr3b,2,0,4,0,6,2,0,0,2,6,18
Xlr3c,0,0,0,0,0,0,0,0,0,0,0
Xlr4a,7,11,6,2,7,9,1,1,30,31,29
Xlr4b,4,19,18,8,2,25,2,4,54,52,42
Xlr4c,2,9,9,1,1,5,0,1,27,17,9
Xlr5a,0,0,0,0,0,0,0,0,0,0,0
Xlr5b,2,0,0,0,0,0,0,0,5,1,1
Xlr5c,0,0,0,0,0,0,0,0,0,0,0
Xndc1,159,212,216,43,19,294,82,25,89,51,161
Xntrpc,0,0,0,0,0,0,0,0,0,0,0
Xpa,143,318,273,76,213,306,119,57,137,131,594
Xpc,160,697,708,59,91,200,12,38,124,80,1267
Xpnpep1,386,466,514,74,177,837,319,37,122,89,400
Xpnpep2,9,3,1,0,0,4,0,0,0,1,17
Xpnpep3,45,96,91,12,46,136,18,4,44,34,71
Xpo1,135,475,460,117,108,608,35,43,153,153,501
Xpo4,11,37,27,3,4,46,21,4,11,6,44
Xpo5,44,103,100,11,16,243,37,10,23,15,134
Xpo6,182,416,390,171,197,484,70,57,216,224,1072
Xpo7,187,486,417,48,117,187,1425,65,190,95,684
Xpot,194,494,479,42,77,697,81,21,86,61,300
Xpr1,159,209,211,50,221,342,47,45,62,75,866
Xrcc1,343,413,369,126,97,492,109,29,140,84,374
Xrcc2,25,108,116,9,6,166,25,0,20,4,46
Xrcc3,44,133,127,5,6,185,49,0,10,4,43
Xrcc4,14,18,16,9,14,21,7,3,31,22,79
Xrcc5,127,65,31,45,3,367,12,14,114,63,92
Xrcc6,203,498,463,80,75,690,140,42,137,111,244
Xrcc6bp1,81,231,208,28,26,174,2,12,40,24,83
Xrn1,164,291,268,105,208,402,153,117,333,242,672
Xrn2,427,994,874,337,543,1175,96,251,790,411,974
Xrra1,0,1,0,0,0,0,0,2,6,3,0
Xxylt1,19,81,92,15,25,59,1,0,15,19,69
Xylb,2,46,49,3,15,102,1,3,2,1,35
Xylt1,2,8,3,2,4,7,0,2,0,3,41
Xylt2,101,135,145,37,54,86,6,29,135,131,142
Yae1d1,63,111,69,21,31,199,6,7,41,27,130
Yaf2,121,248,325,43,47,337,285,33,79,62,894
Yap1,7,0,0,0,0,0,0,0,0,0,2
Yars,96,236,246,44,42,442,112,25,72,62,287
Yars2,119,333,392,35,54,583,17,9,88,39,140
Ybey,44,57,36,4,19,138,16,3,18,11,90
Ybx1,1857,2995,2909,562,1275,3301,414,438,1227,837,2747
Ybx2,6,5,1,0,0,2,11,0,0,0,3
Ybx3,1215,2081,2094,100,404,2845,1486,110,268,88,799
Ydjc,211,431,488,5,56,383,4,6,51,35,202
Yeats2,132,269,197,31,42,277,48,26,110,84,309
Yeats4,313,648,584,144,282,795,346,54,221,172,1111
Yes1,2,2,2,0,0,0,0,0,0,3,6
Yif1a,268,278,332,92,78,366,45,41,134,115,393
Yif1b,305,302,370,49,54,321,68,33,52,55,348
Yipf1,132,281,282,44,152,276,49,57,90,91,734
Yipf2,2,22,22,4,7,12,2,2,2,5,24
Yipf3,417,414,447,129,279,436,208,112,327,220,1137
Yipf4,129,231,188,61,154,258,396,47,120,82,831
Yipf5,152,352,422,61,160,288,69,57,113,118,631
Yipf6,69,65,84,31,48,207,42,18,42,45,259
Yipf7,0,0,0,0,0,0,0,0,0,0,0
Ykt6,276,449,475,105,258,506,173,112,234,186,1151
Ylpm1,231,373,304,112,89,466,96,41,152,137,522
Yme1l1,182,362,330,101,113,477,141,46,164,123,824
Yod1,15,44,34,37,25,100,68,13,12,21,144
Ypel1,23,64,24,0,0,11,0,26,3,6,19
Ypel2,43,85,117,19,74,23,9,6,10,21,152
Ypel3,294,285,176,229,432,172,492,162,366,307,1858
Ypel4,0,0,1,0,0,0,21,0,0,0,0
Ypel5,38,87,97,51,83,52,204,36,86,50,1140
Yrdc,163,272,326,42,68,483,69,27,153,87,389
Ythdc1,524,734,644,254,343,758,316,146,489,443,1834
Ythdc2,38,80,72,30,53,139,27,8,18,32,152
Ythdf1,196,423,521,92,197,641,131,51,151,124,683
Ythdf2,456,726,682,118,185,766,101,54,213,123,919
Ythdf3,77,162,170,84,149,140,10,44,79,115,720
Ywhab,1030,1935,1809,346,1328,2003,541,436,908,707,3856
Ywhae,883,1428,1390,327,682,1548,262,167,481,366,1527
Ywhag,231,595,583,64,292,636,37,53,105,79,886
Ywhah,352,724,688,129,317,831,518,140,270,224,1438
Ywhaq,552,1506,1321,222,433,1411,366,297,488,295,1218
Ywhaz,643,1314,1358,370,856,1166,96,316,668,519,2651
Yy1,661,969,817,269,385,1173,443,128,413,373,1506
Yy2,0,38,28,11,11,23,0,17,48,17,29
Zadh2,200,215,237,86,72,447,29,43,99,65,189
Zak,88,280,345,5,47,221,113,7,3,3,186
Zan,52,8,6,0,1,6,0,0,0,3,1
Zap70,0,8,1,0,0,3,4,113,490,383,132
Zar1,0,0,0,0,0,0,0,0,0,0,0
Zar1l,0,0,0,0,0,0,0,0,0,0,0
Zbbx,0,0,0,0,0,0,0,0,0,0,0
Zbed3,95,335,298,12,27,152,3,7,20,7,139
Zbed4,96,345,281,22,82,288,77,22,39,30,235
Zbed5,25,53,28,5,6,32,5,2,17,6,29
Zbed6,69,48,29,15,37,46,12,12,25,43,145
Zbp1,164,54,46,140,633,86,14,123,331,334,1091
Zbtb1,93,226,201,46,68,319,30,33,109,87,284
Zbtb10,13,41,30,15,0,5,0,18,7,11,126
Zbtb11,90,220,160,64,60,260,50,22,96,82,370
Zbtb11os1,99,99,118,10,41,65,6,12,37,18,138
Zbtb12,381,364,281,42,26,227,17,13,20,17,180
Zbtb14,81,160,102,33,48,191,76,20,47,39,306
Zbtb16,21,36,48,0,28,29,0,11,5,3,86
Zbtb17,156,177,148,27,68,198,35,24,68,55,374
Zbtb18,61,346,293,88,112,130,56,9,55,56,741
Zbtb2,68,80,84,14,22,112,23,16,64,66,349
Zbtb20,240,193,75,158,58,79,31,101,211,185,454
Zbtb21,66,101,93,24,32,97,12,25,60,47,132
Zbtb22,99,181,162,45,103,235,136,28,78,58,765
Zbtb24,44,117,117,47,53,94,50,32,105,91,674
Zbtb25,79,155,170,28,23,185,20,20,76,74,135
Zbtb26,48,42,44,16,6,65,13,4,18,10,97
Zbtb3,8,26,9,6,15,26,7,1,2,3,106
Zbtb32,0,1,2,14,13,9,6,4,38,11,139
Zbtb33,0,5,5,3,3,4,1,0,2,6,14
Zbtb34,55,205,163,14,96,130,7,12,19,27,286
Zbtb37,2,4,4,10,2,13,2,5,15,13,33
Zbtb38,55,88,85,25,35,95,8,22,37,48,239
Zbtb39,68,42,49,17,10,67,9,6,15,23,312
Zbtb4,113,57,41,206,40,51,25,79,336,256,653
Zbtb40,166,120,107,65,39,155,21,19,83,76,178
Zbtb41,11,39,28,19,5,57,6,9,26,12,48
Zbtb42,25,23,33,0,38,11,1,8,25,19,921
Zbtb43,66,163,98,34,74,181,36,26,58,56,310
Zbtb44,111,273,297,60,91,279,130,37,121,72,538
Zbtb45,418,387,348,39,128,462,122,43,128,105,269
Zbtb46,7,5,6,0,2,129,19,2,1,0,166
Zbtb48,262,149,162,94,42,191,11,22,110,88,214
Zbtb49,43,34,67,20,2,63,6,9,17,24,99
Zbtb5,65,170,134,32,52,159,67,21,53,29,289
Zbtb6,43,46,42,13,20,53,15,15,18,23,222
Zbtb7a,1599,1385,1338,788,1024,2262,1546,506,1109,775,3690
Zbtb7b,185,113,138,131,354,271,27,144,24,437,1613
Zbtb7c,0,0,0,0,0,0,0,0,0,0,14
Zbtb8a,19,32,28,4,9,58,11,7,15,10,52
Zbtb8b,3,0,0,0,0,2,0,0,0,0,3
Zbtb8os,74,205,188,40,43,117,29,33,61,68,451
Zbtb9,75,161,128,33,44,141,15,36,84,84,368
Zc2hc1a,31,36,30,3,29,28,1,5,0,1,85
Zc2hc1b,0,0,0,0,0,0,0,0,0,0,0
Zc2hc1c,10,1,4,1,0,3,2,0,3,1,12
Zc3h10,133,195,173,43,117,168,81,43,106,83,290
Zc3h11a,882,1134,1025,610,614,1233,536,345,909,797,2353
Zc3h12a,88,72,70,116,96,54,13,36,77,67,435
Zc3h12b,0,3,5,0,0,3,0,0,2,0,9
Zc3h12c,14,27,10,15,12,27,3,0,1,2,146
Zc3h12d,8,9,14,75,88,6,8,26,120,103,567
Zc3h13,690,1108,848,288,407,1551,627,184,484,445,2035
Zc3h14,23,86,60,8,12,116,10,7,37,29,107
Zc3h15,440,796,741,167,252,1061,323,111,355,302,1009
Zc3h18,416,635,523,138,188,903,278,74,272,160,904
Zc3h3,179,178,195,120,114,221,29,58,94,136,373
Zc3h4,256,501,502,144,160,610,350,101,196,196,916
Zc3h6,87,84,57,109,50,102,30,25,120,138,155
Zc3h7a,218,501,439,164,255,416,148,132,265,241,1210
Zc3h7b,301,517,392,63,53,470,27,31,102,57,318
Zc3h8,59,139,123,17,51,184,12,20,40,42,93
Zc3hav1,113,231,145,70,187,278,198,62,241,186,709
Zc3hav1l,29,110,92,5,7,72,13,1,8,11,29
Zc3hc1,97,270,282,40,76,405,53,26,100,52,239
Zc4h2,2,37,34,1,4,15,0,2,4,2,22
Zcchc10,67,200,169,47,59,259,13,14,58,35,157
Zcchc11,377,716,428,412,139,647,130,147,437,251,1078
Zcchc12,0,0,0,0,0,0,0,0,1,2,3
Zcchc13,0,0,0,0,0,0,0,0,0,0,1
Zcchc14,10,2,3,0,0,2,1,0,2,2,25
Zcchc16,0,0,1,0,0,1,0,0,0,0,0
Zcchc17,264,482,468,130,160,692,329,53,193,133,748
Zcchc18,1,4,0,41,1,5,1,62,44,26,94
Zcchc2,147,186,174,83,144,178,28,50,134,108,876
Zcchc24,81,64,33,60,292,23,11,28,19,20,241
Zcchc3,140,228,228,10,27,367,135,1,12,15,160
Zcchc4,52,151,169,30,35,199,57,25,64,57,217
Zcchc5,0,0,0,0,0,0,0,0,0,0,0
Zcchc6,274,280,173,101,173,584,720,49,190,103,947
Zcchc7,260,339,339,245,154,458,108,102,335,251,642
Zcchc8,109,417,395,72,199,485,173,34,128,101,831
Zcchc9,76,207,171,54,95,261,56,32,99,61,386
Zcrb1,355,658,723,171,321,1093,560,102,322,201,1225
Zcwpw1,5,26,9,3,3,15,7,1,16,4,47
Zdbf2,0,0,0,0,0,0,0,0,0,0,0
Zdhhc1,46,85,53,2,13,64,4,0,9,10,13
Zdhhc11,0,0,0,0,0,0,0,0,0,0,0
Zdhhc12,88,118,103,25,52,126,14,16,51,19,188
Zdhhc13,16,160,135,33,64,235,2,7,34,33,187
Zdhhc14,67,26,9,48,4,218,292,0,15,3,187
Zdhhc15,14,37,11,0,0,40,19,18,59,55,42
Zdhhc16,8,7,10,5,4,15,2,0,2,0,13
Zdhhc17,103,139,133,72,48,251,53,24,70,79,256
Zdhhc18,263,167,178,284,54,199,26,91,334,386,1388
Zdhhc19,0,0,0,0,0,0,1,0,0,0,0
Zdhhc2,0,5,7,0,1,16,6,0,11,15,48
Zdhhc20,148,327,368,182,226,137,18,123,473,335,1044
Zdhhc21,155,348,336,45,139,340,11,37,94,75,299
Zdhhc22,0,0,0,0,0,0,0,0,0,0,0
Zdhhc23,0,0,0,0,0,0,0,0,0,0,0
Zdhhc24,57,78,73,28,29,187,116,16,25,35,170
Zdhhc25,0,0,0,0,0,0,0,0,0,0,0
Zdhhc3,220,535,554,47,145,667,89,60,176,115,1503
Zdhhc4,183,305,327,81,119,319,47,31,118,106,544
Zdhhc5,120,191,244,55,92,322,237,49,99,82,469
Zdhhc6,83,381,358,35,108,488,76,53,86,51,457
Zdhhc7,118,259,281,70,219,334,78,60,149,81,880
Zdhhc8,285,379,305,85,71,152,14,70,281,137,209
Zdhhc9,130,244,245,67,284,118,11,49,99,80,868
Zeb1,150,144,67,76,13,241,103,20,163,131,575
Zeb2,431,1155,910,51,989,530,67,239,46,8,963
Zeb2os,60,226,189,9,230,85,24,25,2,0,414
Zer1,374,345,300,208,146,350,81,116,222,253,515
Zf12,0,6,6,1,0,3,0,1,6,10,16
Zfa-ps,1,1,1,0,0,1,0,0,0,0,0
Zfand1,84,160,167,33,40,200,19,5,53,57,133
Zfand2a,39,112,109,16,37,129,45,14,63,39,204
Zfand2b,232,206,179,73,153,390,307,61,126,105,1016
Zfand3,134,199,218,103,283,189,138,79,153,135,2141
Zfand4,25,84,85,0,8,90,15,0,0,0,313
Zfand5,385,534,430,121,304,512,434,108,162,124,1880
Zfand6,152,343,268,99,227,276,403,87,211,184,878
Zfat,6,13,11,1,4,25,9,4,6,8,49
Zfc3h1,98,196,175,102,98,167,57,41,153,109,695
Zfhx2,157,76,63,74,26,75,10,118,187,167,220
Zfhx2os,0,0,0,0,0,0,0,0,0,0,0
Zfhx3,391,219,61,20,266,93,12,104,5,6,1607
Zfhx4,0,0,0,0,0,0,0,0,0,0,2
Zfos1,330,694,577,174,296,861,185,44,283,187,472
Zfp1,120,181,182,90,32,196,8,20,116,111,291
Zfp101,9,42,47,14,23,66,7,4,8,11,20
Zfp105,3,21,17,0,4,4,0,5,0,0,27
Zfp106,420,739,762,184,387,1038,90,82,217,162,1640
Zfp108,1,6,14,0,3,9,0,0,0,0,14
Zfp109,11,8,5,0,0,2,0,0,0,0,1
Zfp11,5,9,12,8,3,20,2,0,1,2,27
Zfp110,40,124,123,48,42,149,19,14,67,62,391
Zfp111,50,96,108,2,17,22,2,1,1,1,42
Zfp112,2,7,6,4,2,3,3,0,3,0,9
Zfp113,122,170,141,39,16,232,18,15,69,77,163
Zfp114,16,25,39,0,0,17,0,0,4,1,5
Zfp119a,16,22,18,12,8,6,1,4,9,4,50
Zfp119b,0,8,12,8,6,10,0,1,0,14,66
Zfp12,48,81,76,25,24,122,5,6,38,35,123
Zfp120,106,183,199,86,121,121,16,61,74,86,360
